ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:2000772,regulation of cellular senescence,Mar-90,55/18614,0.002391262,0.008259773,0.004044975,7157/5728/1021,3
GO:0032006,regulation of TOR signaling,Apr-90,116/18614,0.002422959,0.008351025,0.004089663,5290/8239/472/6794,4
GO:0048640,negative regulation of developmental growth,Apr-90,116/18614,0.002422959,0.008351025,0.004089663,5728/999/27086/1027,4
GO:0048839,inner ear development,May-90,193/18614,0.002453345,0.008446553,0.004136445,2625/6926/2263/1027/4851,5
GO:0007088,regulation of mitotic nuclear division,Apr-90,117/18614,0.002499576,0.00857772,0.00420068,5925/472/324/701,4
GO:0008645,hexose transmembrane transport,Apr-90,117/18614,0.002499576,0.00857772,0.00420068,207/5295/208/673,4
GO:1901800,positive regulation of proteasomal protein catabolic process,Apr-90,117/18614,0.002499576,0.00857772,0.00420068,207/55294/4193/8312,4
GO:0061136,regulation of proteasomal protein catabolic process,May-90,194/18614,0.002508795,0.00860003,0.004211606,207/55294/4193/8239/8312,5
GO:0045839,negative regulation of mitotic nuclear division,Mar-90,56/18614,0.002517849,0.008612405,0.004217666,472/324/701,3
GO:0060986,endocrine hormone secretion,Mar-90,56/18614,0.002517849,0.008612405,0.004217666,2625/6926/4089,3
GO:1902074,response to salt,Jul-90,383/18614,0.002555406,0.008731431,0.004275955,5290/595/999/3480/1788/1027/673,7
GO:0007369,gastrulation,May-90,196/18614,0.002622423,0.008950751,0.00438336,7157/29072/2263/4089/8312,5
GO:0001541,ovarian follicle development,Mar-90,57/18614,0.002648509,0.008954482,0.004385188,2099/4089/472,3
GO:0007131,reciprocal meiotic recombination,Mar-90,57/18614,0.002648509,0.008954482,0.004385188,472/4292/2072,3
GO:0010676,positive regulation of cellular carbohydrate metabolic process,Mar-90,57/18614,0.002648509,0.008954482,0.004385188,207/208/6794,3
GO:0048168,regulation of neuronal synaptic plasticity,Mar-90,57/18614,0.002648509,0.008954482,0.004385188,4763/3845/3265,3
GO:0140527,reciprocal homologous recombination,Mar-90,57/18614,0.002648509,0.008954482,0.004385188,472/4292/2072,3
GO:0034349,glial cell apoptotic process,Feb-90,16/18614,0.002654647,0.008954482,0.004385188,7157/5925,2
GO:0034393,positive regulation of smooth muscle cell apoptotic process,Feb-90,16/18614,0.002654647,0.008954482,0.004385188,6416/1029,2
GO:0043517,"positive regulation of DNA damage response, signal transduction by p53 class mediator",Feb-90,16/18614,0.002654647,0.008954482,0.004385188,545/472,2
GO:0045651,positive regulation of macrophage differentiation,Feb-90,16/18614,0.002654647,0.008954482,0.004385188,5925/841,2
GO:0070875,positive regulation of glycogen metabolic process,Feb-90,16/18614,0.002654647,0.008954482,0.004385188,207/208,2
GO:2000345,regulation of hepatocyte proliferation,Feb-90,16/18614,0.002654647,0.008954482,0.004385188,55294/7494,2
GO:0002286,T cell activation involved in immune response,Apr-90,119/18614,0.00265778,0.0089555,0.004385687,7157/2625/27086/4221,4
GO:0015749,monosaccharide transmembrane transport,Apr-90,120/18614,0.002739402,0.009182786,0.004496993,207/5295/208/673,4
GO:0051101,regulation of DNA binding,Apr-90,120/18614,0.002739402,0.009182786,0.004496993,2625/5925/55294/2072,4
GO:0071774,response to fibroblast growth factor,Apr-90,120/18614,0.002739402,0.009182786,0.004496993,2260/2625/2263/677,4
GO:0007051,spindle organization,May-90,198/18614,0.002739744,0.009182786,0.004496993,9611/387/546/4292/10735,5
GO:0071897,DNA biosynthetic process,May-90,198/18614,0.002739744,0.009182786,0.004496993,7157/4609/545/472/4221,5
GO:0010718,positive regulation of epithelial to mesenchymal transition,Mar-90,58/18614,0.002783286,0.009289363,0.004549186,80139/4089/4851,3
GO:0030225,macrophage differentiation,Mar-90,58/18614,0.002783286,0.009289363,0.004549186,2625/5925/841,3
GO:0042306,regulation of protein import into nucleus,Mar-90,58/18614,0.002783286,0.009289363,0.004549186,999/4763/5295,3
GO:0043616,keratinocyte proliferation,Mar-90,58/18614,0.002783286,0.009289363,0.004549186,4853/2263/677,3
GO:0140694,non-membrane-bounded organelle assembly,Jul-90,390/18614,0.002826057,0.009422174,0.004614226,9611/672/5156/387/4089/4292/10735,7
GO:0034599,cellular response to oxidative stress,Jun-90,290/18614,0.002831083,0.009428998,0.004617568,7157/207/55294/1956/27086/5156,6
GO:0071248,cellular response to metal ion,May-90,200/18614,0.002860827,0.009518041,0.004661174,999/207/1956/1027/673,5
GO:0046324,regulation of glucose import,Mar-90,59/18614,0.002922221,0.009701897,0.004751212,207/5295/208,3
GO:1903053,regulation of extracellular matrix organization,Mar-90,59/18614,0.002922221,0.009701897,0.004751212,5925/861/4851,3
GO:0002695,negative regulation of leukocyte activation,May-90,202/18614,0.002985742,0.00987446,0.004835719,2064/865/861/472/868,5
GO:0031032,actomyosin structure organization,May-90,202/18614,0.002985742,0.00987446,0.004835719,5295/5156/387/4089/673,5
GO:0000712,resolution of meiotic recombination intermediates,Feb-90,17/18614,0.002999164,0.00987446,0.004835719,4292/2072,2
GO:0003198,epithelial to mesenchymal transition involved in endocardial cushion formation,Feb-90,17/18614,0.002999164,0.00987446,0.004835719,4089/4851,2
GO:0021542,dentate gyrus development,Feb-90,17/18614,0.002999164,0.00987446,0.004835719,5728/1021,2
GO:0032274,gonadotropin secretion,Feb-90,17/18614,0.002999164,0.00987446,0.004835719,6926/4089,2
GO:0044539,long-chain fatty acid import into cell,Feb-90,17/18614,0.002999164,0.00987446,0.004835719,207/208,2
GO:0048557,embryonic digestive tract morphogenesis,Feb-90,17/18614,0.002999164,0.00987446,0.004835719,5156/2263,2
GO:0045620,negative regulation of lymphocyte differentiation,Mar-90,60/18614,0.003065357,0.01005056,0.004921959,2064/865/861,3
GO:0046579,positive regulation of Ras protein signal transduction,Mar-90,60/18614,0.003065357,0.01005056,0.004921959,3845/4853/4851,3
GO:0055008,cardiac muscle tissue morphogenesis,Mar-90,60/18614,0.003065357,0.01005056,0.004921959,2263/4089/4851,3
GO:1903078,positive regulation of protein localization to plasma membrane,Mar-90,60/18614,0.003065357,0.01005056,0.004921959,207/5295/1956,3
GO:0045599,negative regulation of fat cell differentiation,Mar-90,61/18614,0.003212735,0.010479478,0.005132009,2625/8312/171023,3
GO:0045668,negative regulation of osteoblast differentiation,Mar-90,61/18614,0.003212735,0.010479478,0.005132009,1021/4851/4221,3
GO:0046854,phosphatidylinositol phosphate biosynthetic process,Mar-90,61/18614,0.003212735,0.010479478,0.005132009,5290/5295/472,3
GO:0060038,cardiac muscle cell proliferation,Mar-90,61/18614,0.003212735,0.010479478,0.005132009,861/2263/4851,3
GO:1904356,regulation of telomere maintenance via telomere lengthening,Mar-90,61/18614,0.003212735,0.010479478,0.005132009,545/472/2072,3
GO:0000956,nuclear-transcribed mRNA catabolic process,Apr-90,126/18614,0.00326552,0.010640686,0.005210955,472/4292/677/4849,4
GO:0007623,circadian rhythm,May-90,207/18614,0.003315244,0.010791596,0.005284859,7157/5728/55294/9611/8239,5
GO:0048593,camera-type eye morphogenesis,Apr-90,127/18614,0.003359433,0.010829036,0.005303194,4763/4853/4851/639,4
GO:0003159,morphogenesis of an endothelium,Feb-90,18/18614,0.003363482,0.010829036,0.005303194,27086/387,2
GO:0006978,"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator",Feb-90,18/18614,0.003363482,0.010829036,0.005303194,7157/675,2
GO:0007063,regulation of sister chromatid cohesion,Feb-90,18/18614,0.003363482,0.010829036,0.005303194,10664/546,2
GO:0010663,positive regulation of striated muscle cell apoptotic process,Feb-90,18/18614,0.003363482,0.010829036,0.005303194,7157/4089,2
GO:0010666,positive regulation of cardiac muscle cell apoptotic process,Feb-90,18/18614,0.003363482,0.010829036,0.005303194,7157/4089,2
GO:0045064,T-helper 2 cell differentiation,Feb-90,18/18614,0.003363482,0.010829036,0.005303194,2625/4221,2
GO:0060602,branch elongation of an epithelium,Feb-90,18/18614,0.003363482,0.010829036,0.005303194,2099/2263,2
GO:0061154,endothelial tube morphogenesis,Feb-90,18/18614,0.003363482,0.010829036,0.005303194,27086/387,2
GO:2000811,negative regulation of anoikis,Feb-90,18/18614,0.003363482,0.010829036,0.005303194,5290/4851,2
GO:0060261,positive regulation of transcription initiation by RNA polymerase II,Mar-90,62/18614,0.003364394,0.010829036,0.005303194,7157/2099/9439,3
GO:1901654,response to ketone,May-90,208/18614,0.003384164,0.010881601,0.005328936,5290/595/207/3480/27086,5
GO:1904375,regulation of protein localization to cell periphery,Apr-90,128/18614,0.00345517,0.011098637,0.005435223,207/5295/1956/3265,4
GO:0051784,negative regulation of nuclear division,Mar-90,63/18614,0.003520373,0.011285168,0.005526571,472/324/701,3
GO:2001244,positive regulation of intrinsic apoptotic signaling pathway,Mar-90,63/18614,0.003520373,0.011285168,0.005526571,7157/4609/55294,3
GO:0030218,erythrocyte differentiation,Apr-90,130/18614,0.003652186,0.011695866,0.005727698,2625/5925/1021/677,4
GO:0043254,regulation of protein-containing complex assembly,Jul-90,409/18614,0.00367243,0.011748804,0.005753623,7157/5925/2099/545/387/472/1027,7
GO:0006303,double-strand break repair via nonhomologous end joining,Mar-90,64/18614,0.003680711,0.011751534,0.00575496,472/4292/2072,3
GO:0045143,homologous chromosome segregation,Mar-90,64/18614,0.003680711,0.011751534,0.00575496,898/472/4292,3
GO:0050821,protein stabilization,May-90,213/18614,0.003744342,0.011805237,0.005781259,7157/5728/55294/5295/8239,5
GO:0003184,pulmonary valve morphogenesis,Feb-90,19/18614,0.003747404,0.011805237,0.005781259,4853/4851,2
GO:0030540,female genitalia development,Feb-90,19/18614,0.003747404,0.011805237,0.005781259,6926/2099,2
GO:0035518,histone H2A monoubiquitination,Feb-90,19/18614,0.003747404,0.011805237,0.005781259,675/672,2
GO:0036342,post-anal tail morphogenesis,Feb-90,19/18614,0.003747404,0.011805237,0.005781259,79728/8312,2
GO:0042772,"DNA damage response, signal transduction resulting in transcription",Feb-90,19/18614,0.003747404,0.011805237,0.005781259,7157/675,2
GO:0055003,cardiac myofibril assembly,Feb-90,19/18614,0.003747404,0.011805237,0.005781259,5156/4089,2
GO:0060039,pericardium development,Feb-90,19/18614,0.003747404,0.011805237,0.005781259,29072/4851,2
GO:0060977,coronary vasculature morphogenesis,Feb-90,19/18614,0.003747404,0.011805237,0.005781259,29072/4851,2
GO:0072074,kidney mesenchyme development,Feb-90,19/18614,0.003747404,0.011805237,0.005781259,4609/4089,2
GO:0140354,lipid import into cell,Feb-90,19/18614,0.003747404,0.011805237,0.005781259,207/208,2
GO:0006661,phosphatidylinositol biosynthetic process,Apr-90,131/18614,0.003753498,0.011805237,0.005781259,5290/5728/5295/472,4
GO:0010595,positive regulation of endothelial cell migration,Apr-90,131/18614,0.003753498,0.011805237,0.005781259,2260/2625/207/27086,4
GO:0050868,negative regulation of T cell activation,Apr-90,131/18614,0.003753498,0.011805237,0.005781259,2064/865/861/868,4
GO:0051225,spindle assembly,Apr-90,131/18614,0.003753498,0.011805237,0.005781259,9611/387/4292/10735,4
GO:0043588,skin development,Jun-90,308/18614,0.003804507,0.011953784,0.005854006,4763/1956/2263/4089/4851/677,6
GO:0098781,ncRNA transcription,Mar-90,65/18614,0.003845445,0.012058461,0.005905268,7157/546/6597,3
GO:1905330,regulation of morphogenesis of an epithelium,Mar-90,65/18614,0.003845445,0.012058461,0.005905268,2625/2099/27086,3
GO:0051222,positive regulation of protein transport,Jun-90,309/18614,0.003865041,0.012107911,0.005929485,2064/999/55294/5295/208/3265,6
GO:0034219,carbohydrate transmembrane transport,Apr-90,133/18614,0.003961816,0.0123988,0.006071939,207/5295/208/673,4
GO:0060675,ureteric bud morphogenesis,Mar-90,66/18614,0.004014611,0.01255161,0.006146773,4609/2625/4089,3
GO:0002702,positive regulation of production of molecular mediator of immune response,Apr-90,134/18614,0.004068855,0.012708644,0.006223676,2625/7494/4292/4436,4
GO:0003215,cardiac right ventricle morphogenesis,Feb-90,20/18614,0.004150737,0.012862814,0.006299175,2625/4851,2
GO:0031998,regulation of fatty acid beta-oxidation,Feb-90,20/18614,0.004150737,0.012862814,0.006299175,207/208,2
GO:0060749,mammary gland alveolus development,Feb-90,20/18614,0.004150737,0.012862814,0.006299175,595/2099,2
GO:0061377,mammary gland lobule development,Feb-90,20/18614,0.004150737,0.012862814,0.006299175,595/2099,2
GO:0070314,G1 to G0 transition,Feb-90,20/18614,0.004150737,0.012862814,0.006299175,7157/6794,2
GO:1902001,fatty acid transmembrane transport,Feb-90,20/18614,0.004150737,0.012862814,0.006299175,207/208,2
GO:2000269,regulation of fibroblast apoptotic process,Feb-90,20/18614,0.004150737,0.012862814,0.006299175,7157/5290,2
GO:2001185,"regulation of CD8-positive, alpha-beta T cell activation",Feb-90,20/18614,0.004150737,0.012862814,0.006299175,865/861,2
GO:0010565,regulation of cellular ketone metabolic process,Apr-90,135/18614,0.004177835,0.012921476,0.006327904,207/9611/208/672,4
GO:0042476,odontogenesis,Apr-90,135/18614,0.004177835,0.012921476,0.006327904,5156/2263/387/54880,4
GO:0072171,mesonephric tubule morphogenesis,Mar-90,67/18614,0.004188246,0.012941025,0.006337477,4609/2625/4089,3
GO:0000086,G2/M transition of mitotic cell cycle,Apr-90,136/18614,0.004288774,0.013238712,0.00648326,595/1021/672/472,4
GO:0000288,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",Mar-90,68/18614,0.004366383,0.013373898,0.006549464,4292/677/4849,3
GO:0016445,somatic diversification of immunoglobulins,Mar-90,68/18614,0.004366383,0.013373898,0.006549464,4292/4436/5395,3
GO:0035914,skeletal muscle cell differentiation,Mar-90,68/18614,0.004366383,0.013373898,0.006549464,5925/3845/4851,3
GO:0048663,neuron fate commitment,Mar-90,68/18614,0.004366383,0.013373898,0.006549464,3169/4089/4851,3
GO:0051057,positive regulation of small GTPase mediated signal transduction,Mar-90,68/18614,0.004366383,0.013373898,0.006549464,3845/4853/4851,3
GO:0051123,RNA polymerase II preinitiation complex assembly,Mar-90,68/18614,0.004366383,0.013373898,0.006549464,7157/2099/9439,3
GO:1904377,positive regulation of protein localization to cell periphery,Mar-90,68/18614,0.004366383,0.013373898,0.006549464,207/5295/1956,3
GO:2000144,positive regulation of DNA-templated transcription initiation,Mar-90,68/18614,0.004366383,0.013373898,0.006549464,7157/2099/9439,3
GO:0050890,cognition,Jun-90,317/18614,0.004375419,0.013379623,0.006552267,5728/4763/1956/3845/673/23152,6
GO:0043583,ear development,May-90,221/18614,0.00437671,0.013379623,0.006552267,2625/6926/2263/1027/4851,5
GO:0003158,endothelium development,Apr-90,137/18614,0.004401686,0.013430025,0.00657695,27086/387/4089/4851,4
GO:0061041,regulation of wound healing,Apr-90,137/18614,0.004401686,0.013430025,0.00657695,5728/7494/5156/3265,4
GO:0007281,germ cell development,Jun-90,319/18614,0.004510453,0.013748625,0.006732975,207/675/472/4292/4436/639,6
GO:0010611,regulation of cardiac muscle hypertrophy,Mar-90,69/18614,0.004549058,0.013807145,0.006761633,27086/4089/4851,3
GO:0042093,T-helper cell differentiation,Mar-90,69/18614,0.004549058,0.013807145,0.006761633,2625/27086/4221,3
GO:0150116,regulation of cell-substrate junction organization,Mar-90,69/18614,0.004549058,0.013807145,0.006761633,5728/5295/387,3
GO:0010224,response to UV-B,Feb-90,21/18614,0.004573289,0.013807145,0.006761633,4436/6794,2
GO:0035020,regulation of Rac protein signal transduction,Feb-90,21/18614,0.004573289,0.013807145,0.006761633,4763/3845,2
GO:0036092,phosphatidylinositol-3-phosphate biosynthetic process,Feb-90,21/18614,0.004573289,0.013807145,0.006761633,5290/472,2
GO:0038083,peptidyl-tyrosine autophosphorylation,Feb-90,21/18614,0.004573289,0.013807145,0.006761633,3480/1956,2
GO:0051571,positive regulation of histone H3-K4 methylation,Feb-90,21/18614,0.004573289,0.013807145,0.006761633,672/4089,2
GO:1903209,positive regulation of oxidative stress-induced cell death,Feb-90,21/18614,0.004573289,0.013807145,0.006761633,55294/27086,2
GO:2000047,regulation of cell-cell adhesion mediated by cadherin,Feb-90,21/18614,0.004573289,0.013807145,0.006761633,3169/4851,2
GO:0034101,erythrocyte homeostasis,Apr-90,139/18614,0.0046335,0.01396228,0.006837606,2625/5925/1021/677,4
GO:0090090,negative regulation of canonical Wnt signaling pathway,Apr-90,139/18614,0.0046335,0.01396228,0.006837606,8312/4851/324/6794,4
GO:0007411,axon guidance,May-90,225/18614,0.004719943,0.014195723,0.006951928,2064/2625/4853/4089/4851,5
GO:0097485,neuron projection guidance,May-90,225/18614,0.004719943,0.014195723,0.006951928,2064/2625/4853/4089/4851,5
GO:0009880,embryonic pattern specification,Mar-90,70/18614,0.004736303,0.014217896,0.006962786,6926/2263/4089,3
GO:0032206,positive regulation of telomere maintenance,Mar-90,70/18614,0.004736303,0.014217896,0.006962786,545/472/546,3
GO:0048813,dendrite morphogenesis,Apr-90,140/18614,0.004752433,0.014252794,0.006979876,5728/1523/6794/80243,4
GO:0032434,regulation of proteasomal ubiquitin-dependent protein catabolic process,Apr-90,141/18614,0.004873404,0.014601753,0.007150768,207/4193/8239/8312,4
